run_id,seed,cv_repeat,cv_fold,probability_bin_center,observed_frequency,mean_predicted_probability,bin_count
38,2064,7,3,0.05,0.011180124223602485,0.013281375108164201,1610
38,2064,7,3,0.15000000000000002,0.10204081632653061,0.14828823957704046,245
38,2064,7,3,0.25,0.15346534653465346,0.24736782893561934,202
38,2064,7,3,0.35000000000000003,0.2611464968152866,0.3481342855184473,157
38,2064,7,3,0.45,0.3626943005181347,0.4497524814797582,193
38,2064,7,3,0.55,0.4913294797687861,0.5477721717490224,173
38,2064,7,3,0.6500000000000001,0.6634146341463415,0.6501230239930255,205
38,2064,7,3,0.75,0.7638376383763837,0.7490145843855215,271
38,2064,7,3,0.8500000000000001,0.887434554973822,0.8538009800904598,382
38,2064,7,3,0.95,0.9776258545680547,0.9783727251758579,1609
39,2065,7,4,0.05,0.00863664404688464,0.014002049998977934,1621
39,2065,7,4,0.15000000000000002,0.08888888888888889,0.14709377360071915,270
39,2065,7,4,0.25,0.15254237288135594,0.24646001177840565,177
